Name,Date,Duration,Where,Category,Genres,Country,Venue,Visitors,Price(s.f.),Total_revenue
Wutzrock Festival,2023-08-11,3,outdoor,Mixed,"Punk
Reggae
Rock
Ska",Hamburg,"Eichbaumsee Allermöhe Moorfleeter Deich524 Hamburg, DE 21037",5000,0.0,0.0
Ku T Sommerschlacht,2023-08-11,2,outdoor,Rock,"Germanrock
Rock
Ska",Mecklenburg-Western-Pomerania,"Schiessplatz Wakenstädt Gadebusch, DE 19205",500,30.0,15000.0
3000 Grad Festival,2023-08-11,3,outdoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)
Trance",Mecklenburg-Western-Pomerania,"Feldberger Seenlandschaft Kieskuhle Feldberg, DE 17258",,,
Bergfunk Open Air,2023-08-11,2,outdoor,Mixed,"Hip-Hop
Pop
Rock",Brandenburg,"Funkerberg Königs Wusterhausen, DE 15711",3000,,
Oderbruch Open Air( O B O A),2023-08-11,2,outdoor,Mixed,"Metal
Punk
Rock
Ska",Brandenburg,"Fort Gorgast Fort Gorgast Haus3 Küstriner Vorland, DE 15328",2500,0.0,0.0
Pferdefestival,2023-08-11,3,outdoor,Mixed,"Electro
Hip-Hop
House
Art&culture
Pop
Rock
Schlagermusic
Other",Rhineland-Palatinate,"Piesport Piesport, DE 54498",1500,50.0,75000.0
Inlitore Festival,2023-08-11,2,outdoor,Electronicmusic,"Dance
Electro
House",Schleswig-Holstein,"Stinteck Deich Neuenkoog13 Westerdeichstrich, DE 25761",1500,55.0,82500.0
Buschtanz Festival,2023-08-11,3,outdoor,Electronicmusic,"Dance
Disco
Electro",Mecklenburg-Western-Pomerania,"Flugplatz Tutow Flughafenring31 Tutow, DE 17129",600,,
Funkloch Festival,2023-08-11,3,outdoor,Mixed,"Crossover
Electro
ElectronicDanceMusic(EDM)
Goa
Hip-Hop
House
Reading
Punk
Trance",Saxony-Anhalt,"Butterberg157 Osterwiek, DE 38836",1200,105.0,126000.0
Electrisize Festival,2023-08-11,3,outdoor,Electronicmusic,"Electro
ElectronicDanceMusic(EDM)",Northrhine-Westphalia,"Haus Hohenbusch Hohenbuscherstraße1 Erkelenz, DE 41812",40000,129.0,5160000.0
Das Grosse Treffen- Fantasy Festival,2023-08-11,3,outdoor,Medieval,"Irish
Metal
Medieval
Rock",Baden-Württemberg,"Mega Event Park Aach Singener Str.22 Aach, DE 78267",12000,10.0,120000.0
Krawall'o' Rock Open Air,2023-08-11,2,outdoor,Metal,"Metal
Rock",Rhineland-Palatinate,"Sportplatz Büdesheim Büdesheim, DE 54610",2500,69.95,174875.0
Schlosshof Festival,2023-08-11,2,outdoor,Medieval,"Folk
Irish
Medieval
Pirate",Bavaria,"Schlosshof Höchstadta.d. Aisch Höchstadt, DE 91315",,89.0,
M’era Luna Festival,2023-08-12,2,outdoor,Gothic,"Germanrock
Electro
Folk
Gothic
Metal
Rock",LowerSaxony,"Flugplatz Drispenstedt Am Flugplatz26 Hildesheim, DE 31134",25000,129.0,3225000.0
Horntobe Wild Festival,2023-08-12,1,outdoor,Mixed,"Hip-Hop
Pop
Rock",Bremen,"Rhododendron Park Deliusweg40 Bremen, DE 28359",900,15.0,13500.0
Konstanzer Seenachtfest,2023-08-12,1,outdoor,Mixed,"Dance
Electro
ElectronicDanceMusic(EDM)
House
Pop
Rock",Baden-Württemberg,"Konstanz, Hafenareal Hafenstra0e K0nstanz, DE 78462",40000,21.9,876000.0
Luftliebe Festival,2023-08-12,1,outdoor,Electronicmusic,"Electro
House",Baden-Württemberg,"Hochgericht Empfingen, DE 72186",1000,15.0,15000.0
Electronic Frunpark Open Air,2023-08-14,1,outdoor,Electronicmusic,"Electro
Techno",Austria,"Frunpark Asten Handelsring8-10 Asten, AT 4481",,13.0,
Summer Breeze,2023-08-16,4,outdoor,Metal,"Comedy
Germanrock
Folk
Gothic
Hardcore(Metal)
Metal
Medieval
Punk
Rock",Bavaria,"Dinkelsbühl, DE 91550",45000,179.0,8055000.0
Xperience Festival,2023-08-16,5,outdoor,Spiritual,"Electro
Folk
Hip-Hop
Art&culture
Other",Northrhine-Westphalia,"Yoga Vidyae. V Yogaweg1-7 Horn Bad Meinberg, DE 32805",3000,189.0,567000.0
Woodstock Forever Festival,2023-08-16,5,outdoor,Rock,"Africa
Blues
Crossover
Germanrock
Funk
Reggae
Rock
Other",Thuringia,"Woodstock Forever Festival Zum Burgberg1 Eisfeld/ Waffenrod, DE 98673",5000,130.0,650000.0
Reload Festival,2023-08-17,3,outdoor,Metal,"Germanrock
Hardcore(Metal)
Metal
Punk
Rock",LowerSaxony,"Sulingen, DE 27232",12000,99.0,1188000.0
Kaltenbach Open Air,2023-08-17,3,outdoor,Metal,"Folk
Metal
Rock",Austria,"Spitalam Semmering, AT 8684",,,
Obstwiesenfestival,2023-08-17,3,outdoor,Mixed,"Electro
Pop",Bavaria,"Lerchenberg Dornstadt, DE 89160",15000,0.0,0.0
Pukkelpop Festival,2023-08-17,4,outdoor,Mixed,"Electro
Pop
Rock",Belgium,"Kempische Steenweg Hasselt, BE 3500",189000,,
F M4 Frequency Festival,2023-08-17,3,outdoor,Mixed,"Electro
Hip-Hop
Metal
Punk
Rock",Austria,"Green Park Kelsengasse9 St. Pölten, AT 3100",200000,,
Stella Nomine Festival,2023-08-17,3,outdoor,Gothic,"Gothic
Medieval",Saxony,"Entenfang Torgau Entenfang1 Torgau, DE 04860",,,
Open Air Gampel,2023-08-17,4,outdoor,Mixed,"Electro
Hip-Hop
Metal
Pop
Punk
Rock",Switzerland,"Festivalgeländeam Rotten Gampel, CH 3945",100000,377.0,37700000.0
Spirit Festival,2023-08-17,3,unknown,Punk,"Hardcore(Metal)
Punk
Rock
Ska",Saxony,"Flugplatz Roitzschjora Flugplatzstraße1 Löbnitz, DE 04509",10000,82.0,820000.0
Motocultor Festival,2023-08-17,4,outdoor,Metal,"Hardcore(Metal)
Metal",France,"Kerboulard Saint- Nolff, FR 56250",42000,169.0,7098000.0
Buchtder Träumer* Festival,2023-08-17,4,outdoor,Electronicmusic,"Electro
Trance",Brandenburg,"Helenesee Am Helenesee2 Frankfurt( Oder), DE 15236",12000,170.0,2040000.0
Oasisof Initiation Festival,2023-08-17,4,outdoor,Electronicmusic,"Dance
Electro
Goa
House
Trance",Schleswig-Holstein,"Flugplatz Hungriger Wolf Herresflieger Straße16 Hohenlockstedt, DE 25551",3000,70.0,210000.0
M S Dockville,2023-08-18,3,outdoor,Mixed,"Electro
Hip-Hop
Art&culture
Pop
Rock",Hamburg,"Wilhelmsburgam Reiherstieg Schlengendeich12 Hamburg- Wilhelmsburg, DE 21107",75000,,
Echelon Open Air& Indoor Festival,2023-08-18,3,unknown,Electronicmusic,"Electro
Hardcore(Electro)",Bavaria,"ehem. U S- Kaserne Bad Aibling Texasstraße Bad Aibling, DE 83043",250000,,
Highfield Festival,2023-08-18,3,outdoor,Mixed,"Crossover
Germanrock
Electro
Hardcore(Metal)
Hip-Hop
Metal
Pop
Punk
Rock",Saxony,"Störmthaler See Großpösna, DE 04463",35000,169.0,5915000.0
Ferik Festival,2023-08-18,2,outdoor,Electronicmusic,"Electro
ElectronicDanceMusic(EDM)
House",Northrhine-Westphalia,"Kulturbad Ennepetal Mittelstraße108 Ennepetal, DE 58256",1500,,
meet M U S I C Open Air,2023-08-18,3,outdoor,Classicalmusic,"Jazz
Classicalmusic
Art&culture",Northrhine-Westphalia,"Draiflessen Conference Georgstraße18 Mettingen, DE 49497",300,,
Karben Open Air,2023-08-18,3,outdoor,Rock,"Hardcore(Metal)
Metal
Punk
Rock
Folkmusic",Hesse,"Am Selzerbrunnen Brunnenstr.2 Karben, DE 61184",1500,,
Lowlands Festival,2023-08-18,3,outdoor,Rock,"Electro
Pop
Rock",Netherlands,"Evenemententerrein Walibi Spijkweg30 Biddinghuizen, NL 8256 RJ",90000,290.0,26100000.0
San Hejmo Festival,2023-08-18,2,outdoor,Mixed,"Hip-Hop
House
Pop
Rock",Northrhine-Westphalia,"Airport Weeze Flughafen- Ring1 Weeze, DE 47652",25000,,
Wake Up Festival,2023-08-18,2,outdoor,Rock,"Metal
Punk
Reggae
Rock
Rockabilly
Ska",Rhineland-Palatinate,"Freizeitgelände Linkenbach Straßenchrist1 Linkenbach, DE 56317",900,,
Bautz Festival,2023-08-18,2,outdoor,Mixed,"Crossover
Electro
Hip-Hop
Metal
Pop
Punk
Reggae
Rock",Northrhine-Westphalia,"Stadion Nattenberg Lüdenscheid, DE 58515",10000,84.5,845000.0
Dieandere Seiteder Welt Festival,2023-08-18,3,outdoor,Mixed,"Blues
Crossover
Dance
Electro
ElectronicDanceMusic(EDM)
Folk
Funk
House
Jazz
Art&culture
Punk
Reggae
Rock
Salsa
Ska",Schleswig-Holstein,"Hof Ovendorf Ovendorf4 Negenharrie, DE 24625",650,70.0,45500.0
Angeliter Open Air,2023-08-18,2,outdoor,Rock,"Punk
Rock",Schleswig-Holstein,"Dörpstraat1 Taarstedt, DE 24893",2000,,
Stemweder Open Air,2023-08-18,2,outdoor,Mixed,"Electro
Punk
Rock
Ska",Northrhine-Westphalia,"Ilweder Wäldchen Gut- Steinbrink- Straße Stemwede, DE 32351",12000,0.0,0.0
Seemore Jazz Festival,2023-08-18,3,outdoor,Jazz,Jazz,Mecklenburg-Western-Pomerania,"Zoo Rostock Am Kabutzenhof Rostock, DE 18055",600,55.0,33000.0
Heroes Festival Hannover,2023-08-18,2,outdoor,Hip-Hop,Hip-Hop,LowerSaxony,"Expo Plaza Hannover, DE 30539",25000,89.0,2225000.0
Hidden Treasure Festival,2023-08-18,3,outdoor,Art&cultureFestivals,"Africa
Electro
Hip-Hop
Art&culture
Latin
Other",Bremen,"Ehemaliges Kellogsgelände Stephanikirchenweide19 Bremen, DE 28217",,,
K W P Festival,2023-08-18,2,outdoor,Mixed,"Electro
Folk
Hip-Hop
Pop
Rock",LowerSaxony,"Open Airim Kaiser- Wilhelm- Park Kaiser- Wilhelm- Park, Göttingen Göttingen, DE 37073",5000,30.0,150000.0
Rockden Deich Festival,2023-08-19,1,outdoor,Rock,"Germanrock
Rock",LowerSaxony,"Gewerbepark Weser- Geest Ander Kaserne121 Schwanewede, DE 28790",3500,0.0,0.0
Ackerbrand Festival,2023-08-19,1,outdoor,Rock,"Metal
Rock",Schleswig-Holstein,"Seth, DE 23845",700,,
Heidebeat Festival,2023-08-19,1,outdoor,Electronicmusic,Electro,Saarland,"Heidebad Schmelz Zum Heidebad55 Schmelz, DE 66839",,,
Elbriot Festival,2023-08-19,1,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",Hamburg,"Hamburger Großmarkt Hamburg, DE 20097",13000,79.9,1038700.0000000001
Mega Malle- Park- Festival,2023-08-19,1,outdoor,Schlagermusic,"Pop
Schlagermusic",Saxony-Anhalt,"Elbauenpark Tessenowstraße5 Magdeburg, DE 39114",15000,57.5,862500.0
Freedom Festival,2023-08-19,2,indoor,Mixed,"Dance
Disco
Electro
ElectronicDanceMusic(EDM)
House",Switzerland,"Pasadena Chriesbaumstrasse2 Volketswil, CH 8604",,199.0,
Breakzone Festival,2023-08-19,2,outdoor,Electronicmusic,"Electro
House
Other",Northrhine-Westphalia,"Odonien Hornstr.85 Köln, DE 50823",1000,24.0,24000.0
Sonus Festival,2023-08-20,5,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Croatia,"Zrce Beach Novalja, HR 53290",20000,,
Baltic Open Air,2023-08-23,4,outdoor,Rock,"Germanrock
Folk
Metal
Rock",Schleswig-Holstein,"Busdorf, DE 24866",11000,106.8,1174800.0
Delta Festival,2023-08-23,5,outdoor,Electronicmusic,"Electro
House
Trance",France,"Plagesdu Prado Marseille, FR 13008",80000,,
Rocken Seine Festival,2023-08-23,5,outdoor,Mixed,"Electro
Hip-Hop
Pop
Rock",France,"Parcde Saint- Cloud Saint- Cloud, FR 92210",100000,175.0,17500000.0
Paddy Rock Open Air,2023-08-24,3,outdoor,Punk,"Blues
Country
Germanrock
Folk
Metal
Punk
Rock
Ska",LowerSaxony,"Campingam Waldbad( Halvestorf) Pferdeweg1 Hameln, DE 31787",1500,99.0,148500.0
Death Feast,2023-08-24,3,outdoor,Metal,Metal,Rhineland-Palatinate,"Andernach, DE 56626",2000,82.5,165000.0
Norden Festival,2023-08-24,18,outdoor,Art&cultureFestivals,"Blues
Country
Folk
Pop
Rock",Schleswig-Holstein,"Königswiesen Schleswig, DE 24837",12000,,
Riedler Open Air,2023-08-24,3,outdoor,Metal,"Hardcore(Metal)
Metal
Punk
Rock",Baden-Württemberg,"Riedler Open Air Festivalgelände Wiernsheim, DE 75446",1200,49.0,58800.0
Castle Beats Festival,2023-08-24,3,outdoor,Electronicmusic,ElectronicDanceMusic(EDM),Rhineland-Palatinate,"Burg Rheinfels Schlossberg47 St. Goar, DE 56329",3000,40.0,120000.0
Moyn Festival,2023-08-24,4,outdoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)
Trance",LowerSaxony,"Am Backsberg Oyten, DE 28876",4000,210.0,840000.0
Vaduz Classic Festival,2023-08-24,4,outdoor,Classicalmusic,Classicalmusic,Liechtenstein,"Parkhaus Marktplatz Äulestrasse72 Vaduz, LI 9490",,390.0,
Metaland Tattoo Festival,2023-08-24,4,outdoor,Metal,"Germanrock
Metal
Pirate
Rock",Austria,"Wiednermichl- Ronald Hohl Krottendorf38 Krottendorfbei Ligist, AT 8564",300,90.0,27000.0
Neue Arten Festival,2023-08-24,4,outdoor,Mixed,"Disco
Electro
House
Art&culture
Other",Mecklenburg-Western-Pomerania,"Wirbauen Zukunft Holzkruger Straße1 Nieklitz, DE 19258",700,155.0,108500.0
Trveheim Festival,2023-08-25,2,indoor,Metal,"Metal
Rock",Bavaria,"Hausler Hof Garchinger Weg72 Hallbergmoos, DE 85399",,95.0,
Holter Meeting Festival,2023-08-25,2,outdoor,Mixed,"Electro
Hardcore(Metal)
Metal
Punk
Rock
Ska",Northrhine-Westphalia,"Aufder Wiese Am Hallenbad Schloß Holte- Stukenbrock, DE 33758",3000,0.0,0.0
Blues In The Garden Festival,2023-08-25,3,outdoor,Blues,"Blues
Rock",Romania,"Uzul Stadium Dărmănești, RO 605300",,,
Singoldsand Festival,2023-08-25,2,outdoor,Mixed,"Electro
Hip-Hop
Pop
Rock",Bavaria,"Jahnstraße1 Schwabmünchen, DE 86830",10000,,
Jamelrocktden Förster Festival,2023-08-25,2,outdoor,Rock,"Punk
Rock",Mecklenburg-Western-Pomerania,"Forsthof Jamel Forststr.13 Jamel, DE 23967",1500,,
Neuborn Open Air,2023-08-25,2,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",Rhineland-Palatinate,"Wörrstadt, DE 55286",,66.6,
Reading Festival,2023-08-25,3,outdoor,Rock,"Metal
Rock",UnitedKingdom,"Richfield Avenue Reading, GB rg18eq",70000,295.0,20650000.0
Leeds Festival,2023-08-25,3,outdoor,Rock,"Metal
Rock",UnitedKingdom,"Bramham Park Leeds, GBL S236 LS",70000,295.0,20650000.0
Symbolic Open Air,2023-08-25,2,outdoor,Metal,Metal,CzechRepublic,"Burovce- Topolna Topolna500 Topolna, CZ 68711",1000,,
Hype Festival,2023-08-25,3,outdoor,Hip-Hop,"Africa
Hip-Hop",Northrhine-Westphalia,"Turbinenhalle Im Lipperfeld23 Oberhausen, DE 46047",15000,149.0,2235000.0
Pure Fucking Metal Fest Evil,2023-08-25,3,indoor,Metal,Metal,Bavaria,"Harthalle Landshuterstr.29 Wörth, DE 84109",150,45.0,6750.0
Happy Brook Festival,2023-08-25,2,outdoor,Mixed,"Disco
Art&culture
Pop
Punk
Rock
Other",Saxony,"Festplatz Pleißa Kurze Straße3 Limbach- Oberfrohna, DE 09212",,0.0,
Metalacker Festival,2023-08-25,2,outdoor,Metal,"Metal
Rock",Baden-Württemberg,"Open Air Gelände Trombachhöhe Trombach140 Schramberg- Tennenbronn, DE 78144",,,
Mysteryland,2023-08-25,3,outdoor,Electronicmusic,"Dance
Electro
Goa
Hardcore(Electro)
House",Netherlands,"Haarlem Amsterdam, NL 1001",110000,,
Forest Jump Festival,2023-08-25,2,outdoor,Mixed,"Electro
Rock",Saxony-Anhalt,"Pretzier, DE 29410",1500,70.0,105000.0
Rockim Hinterland,2023-08-25,2,outdoor,Rock,Rock,Germany,"Stoppelacker Obrigheim( Pfalz) Heidesheimer Straße/ Grünstadter Weg Obrigheim, DE 67283",1000,45.0,45000.0
Funhouse Festival,2023-08-25,3,outdoor,Mixed,"Electro
ElectronicDanceMusic(EDM)
Hip-Hop
Pop
Rock
Trance",Schleswig-Holstein,"Nordmarksportfeld Olshausenstraße Kiel, DE 24118",15000,78.0,1170000.0
Rockam Beckenrand Festival,2023-08-25,2,outdoor,Rock,"Metal
Punk
Rock",LowerSaxony,"Waldfreibad Wolfshagene. V Am Borbergsbach82 Langelsheim, DE 38685",2500,,
Zytanien Open Air Festival,2023-08-25,3,outdoor,Mixed,"Art&culture
Pop
Punk
Rock",LowerSaxony,"Ziegeleistr.41 Lehrte, DE 31275",4000,,
Trainside Festival,2023-08-25,2,outdoor,Mixed,"Bluegrass
Blues
Country
Germanrock
Folk
Reading
Pop
Rock
Other",LowerSaxony,"Lokpark Schwartzkopffstraße3 Braunschweig, DE 38126",5000,69.0,345000.0
Infernum Meets Porkcore Festival,2023-08-25,2,outdoor,Metal,"Hardcore(Metal)
Metal",Bavaria,"Büchold, DE 97450",850,75.0,63750.0
Ackerfest Open Air,2023-08-25,2,outdoor,Rock,"Germanrock
Punk
Rock",LowerSaxony,"38170 Schöppenstedt Hinterder Straßenmeisetreiander L290 Schöppenstedt, DE 38170",2500,0.0,0.0
T H I N G Music& Arts Festival,2023-08-25,1,outdoor,Mixed,"Bluegrass
Blues
Comedy
Electro
Folk
Funk
Hip-Hop
Jazz
Art&culture
Latin
Pop
Punk
Rock
Folkmusic",UnitedStatesofAmerica,"Historic Fort Worden 200 Battery Way Port Townsend, W A, US 98368",,330.31,
Schussenrieder Open Air Sommer,2023-08-25,3,outdoor,Mixed,"Dance
Electro
Pop",Baden-Württemberg,"Klostermauer Bad Schussenried Neues Kloster1 Bad Schussenried, DE 88427",,,
Muzika Organika- Cacao Dance Festival,2023-08-25,1,outdoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)
Other",Slovenia,"Gradisko Lake,near Ljubljana, Slovenia Gradisko Lake Lukovica, SI 1225",300,240.0,72000.0
Blues Schmus& Apfelmus Festival,2023-08-25,3,outdoor,Blues,"Bluegrass
Blues
Country
Folk
Rock",Hesse,"Schloßpark Laubach Laubach, DE 35321",10000,27.0,270000.0
Nibirii Festival,2023-08-25,3,outdoor,Electronicmusic,"Dance
Electro
ElectronicDanceMusic(EDM)
Goa",Northrhine-Westphalia,"Dürener Badesee Am Badesee1 Düren, DE 52349",15000,139.99,2099850.0
Gayscom: L G B T Q16+ Party,2023-08-25,1,indoor,Dance,Disco,Northrhine-Westphalia,"Tivoli Club Hohe Str.14 Köln, DE 50667",,9.0,
Calluna Festival,2023-08-25,3,outdoor,Mixed,"Blues
Dance
Electro
ElectronicDanceMusic(EDM)
Folk
Funk
Hip-Hop
Jazz
Art&culture
Pop
Reggae
Rock
Other",LowerSaxony,"Am Bruchfelde5 Hanstedt, DE 21271",300,60.0,18000.0
Lab- Festival,2023-08-25,3,indoor,Mixed,"Blues
Latin
Other",Baden-Württemberg,"Berger Festplatz Villastr.1 Stuttgart, DE 70190",3500,0.0,0.0
Summer Days Festival,2023-08-25,2,outdoor,Mixed,"Pop
Rock
Other
Folkmusic",Switzerland,"Arbon, CH 9320",24000,,
Damage Done Fest,2023-08-26,1,outdoor,Punk,"Hardcore(Metal)
Punk
Ska",Hamburg,"Uferpark Hamburg- Wilhelmsburg Hamburg, DE 21107",5000,,
Roots Up,2023-08-26,1,outdoor,Reggae,Reggae,Northrhine-Westphalia,"Odonien Hornstraße85 Köln, DE 50823",,37.5,
Wolfszeit Festival,2023-08-26,1,outdoor,Metal,"Folk
Metal
Medieval",Thuringia,"Ferienland Crispendorf Crispendorf, DE 07924",,,
Schloß Dargun Open Air Festival,2023-08-26,2,outdoor,Electronicmusic,"Electro
ElectronicDanceMusic(EDM)
House",Mecklenburg-Western-Pomerania,"Schlossund Klosteranlage Dargun Dargun, DE 17159",3200,0.0,0.0
Sonnenbrand Festival,2023-08-26,1,outdoor,Electronicmusic,ElectronicDanceMusic(EDM),Northrhine-Westphalia,"Neuland- Park Nobelstraße91 Leverkusen, DE 51373",500,14.99,7495.0
Müssenallemit. Festival,2023-08-26,1,outdoor,Rock,"Pop
Rock",LowerSaxony,"Bürgerpark Stade Adolf- Ravelin Stade, DE 21680",2000,38.0,76000.0
Pixxen Festival,2023-08-26,1,unknown,Rock,"Metal
Rock",LowerSaxony,"Hauptwieke4 Neukamperfehn, DE 26835",4000,15.0,60000.0
Packhalle Open Air,2023-08-26,1,outdoor,Rock,"Blues
Crossover
Folk
Hip-Hop
Pop
Punk
Rock",LowerSaxony,"Schützenplatz Festivalgelände Am Schützenplatz1 Sögel, DE 49751",850,0.0,0.0
Blies Festival,2023-08-26,1,outdoor,Electronicmusic,"Dance
Disco
Electro
ElectronicDanceMusic(EDM)
Funk
House
Trance",Rhineland-Palatinate,"Blies See Ludwigshafenam Rhein Nibelungenallee Ludwigshafenam Rhein, DE 67059",3000,23.0,69000.0
Backtothe Woods Festival,2023-08-26,1,outdoor,Electronicmusic,Electro,Bavaria,"Garching Forschungszentrum Interimsweg Garching, DE 85748",10000,39.0,390000.0
Badlife Festival,2023-08-26,1,outdoor,Punk,"Punk
Ska",Thuringia,"Aufdem Berge/ Krichbach Bösleben, DE 99310",,15.0,
Rockim Park Leuben,2023-08-26,1,outdoor,Rock,"Punk
Rock
Ska",Saxony,"Parkbühne Leuben Lommatzscher Straße Nossen, DE 01683",500,10.0,5000.0
Beach B!tch Rock Festival,2023-08-26,1,outdoor,Mixed,"Crossover
Germanrock
Folk
Gothic
Hardcore(Metal)
Hip-Hop
Irish
Metal
Pop
Punk
Rock
Rockabilly
Ska",LowerSaxony,"Am Strand Fredener Str.18 Alfeld OT Wispenstein, DE 31061",1000,59.0,59000.0
Convent Festival,2023-08-26,1,outdoor,Electronicmusic,"Electro
House
Other",Baden-Württemberg,"Klostermauer Neues Kloster1 Bad Schussenried, DE 88427",,22.9,
Feschtivalim Schwendetal,2023-08-26,1,outdoor,Folkmusic,"Rock
Schlagermusic
Folkmusic",Switzerland,"Skilift Horn, Schwende AI Schulhausstrasse11 Schwende, CH 9057",,15.0,
Sandstedter Sommer,2023-08-26,1,outdoor,Schlagermusic,"Schlagermusic
Folkmusic",LowerSaxony,"Campingplatz Weserhenne Am Radarturm Sandstedt, DE 27628",4999,39.0,194961.0
Metalde Houte,2023-08-26,1,outdoor,Metal,"Hardcore(Metal)
Metal",Northrhine-Westphalia,"Clubgelände LDMC Zum Wahnenbusch30 Erkelenz, DE 41812",800,30.0,24000.0
Krautund Rüben- Musikfestival,2023-08-26,1,outdoor,Rock,"Punk
Rock",Northrhine-Westphalia,"Uhlenberg Uhlenberg Brakel- Hembsen, DE 33034",400,22.0,8800.0
Pop- Kultur,2023-08-30,3,indoor,Pop,"Africa
Electro
Movie
Hip-Hop
Art&culture
Reading
Pop
Punk
Rock",Berlin,"Kulturbrauerei Schönhauser Allee36 Berlin, DE 10435",10000,,
Einfach Kultur,2023-08-30,11,outdoor,Mixed,"Hip-Hop
Pop
Ska
Other",LowerSaxony,"Gleispark, Amadeus, Um BA Ubar Oldenburg, DE 26122",,,
Stadtfest Oldenburg,2023-08-31,3,outdoor,Cityfestival,"Electro
House
Metal
Rock
Schlagermusic",LowerSaxony,"Oldenburger Altstadt Oldenburg, DE 26121",350000,0.0,0.0
Punk Oi Rama Open Air,2023-08-31,3,outdoor,Punk,"Punk
Rock",Brandenburg,"Buckwitzhofbei Spremberg Klein Buckow1 Spremberg, DE 03130",,63.0,
Evolution Festival,2023-08-31,4,outdoor,Mixed,"Disco
Electro
Art&culture
Other
Trance",Brandenburg,"Evolution Festival Gelände Garliner See Garlin, DE 19357",,79.0,
Metal On The Hill,2023-09-01,2,indoor,Metal,"Hardcore(Metal)
Metal
Medieval
Rock",Austria,"Schlossberg Graz Grazer Schloßberg Graz, AT 8010",,94.99,
Pell Mell Festival,2023-09-01,2,outdoor,Metal,"Hardcore(Metal)
Metal
Punk
Rock",Rhineland-Palatinate,"Hauptstraße1 Obererbach, DE 56414",3000,,
Bongert Open Air,2023-09-01,2,outdoor,Metal,"Crossover
Metal
Rock",Northrhine-Westphalia,"Bongert Alst Alst,122 Brüggen, DE 41379",500,40.0,20000.0
Thorshammer Festival,2023-09-01,3,indoor,Metal,"Metal
Medieval",Bavaria,"Jahnhalle Hirschaid Georg- Kügel- Ring1 Hirschaid, DE 96114",,,
Tarmac Festival,2023-09-01,3,outdoor,Electronicmusic,"Disco
Electro
Goa
House",Saxony-Anhalt,"Flugplatz Allstedt Allstedt, DE 06542",1000,,
Folklorum- Turisedische Festspiele,2023-09-01,3,outdoor,Mixed,"Comedy
Germanrock
Electro
Folk
Art&culture
Reading
Medieval
Ska
Other
Folkmusic",Saxony,"Geheime Weltvon Turisede- Kulturinsel Einsiedel Kulturinsel Einsiedel1 Neißeaue OT Zentendorf, DE 02829",17000,,
Colorsof Beat Open Air,2023-09-01,2,outdoor,Mixed,"Punk
Reggae
Ska
Other",Saxony,"Waldbad Mehderitzsch Obere Walkmühle3a Torgau, DE 04861",1000,60.0,60000.0
Merseburger Rocknacht,2023-09-01,2,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",Saxony-Anhalt,"Rischmühleninsel Rischmühle1 Merseburg, DE 06217",3000,32.04,96120.0
Hokus Pokus Festi Welt,2023-09-01,2,outdoor,Mixed,"Dance
Electro
ElectronicDanceMusic(EDM)
Hip-Hop
House
Pop",Hesse,"W M- Arena Gießen Karl- Glöckner- Straße Gießen, DE 35394",,99.0,
B: O: A- Bakede Open Air,2023-09-01,2,outdoor,Mixed,"Hip-Hop
Metal
Pop
Reggae
Rock",LowerSaxony,"Freibad Bakede Waldstraße Bad Münderam Deister/ Ot. Bakede, DE 31848",2000,0.0,0.0
FÜ R S T I V A L- Soundof Heimat,2023-09-01,2,outdoor,Mixed,"Hip-Hop
Pop
Rock
Other
Folkmusic",Bavaria,"Veranstaltungsforum Fürstenfeld Fürstenfeld12 Fürstenfeldbruck, DE 82256",2500,74.0,185000.0
Reihernim Roggen Festival,2023-09-01,3,outdoor,Metal,"Metal
Punk",Saarland,"Florianshütte Völklingen, DE 66333",,30.0,
Irish Openair Toggenburg,2023-09-01,2,outdoor,Mixed,Folk,Switzerland,"openair Rietbad Ennetbühl, CH 9651",,89.0,
Schmölzer- Blues- Tage,2023-09-01,3,indoor,Blues,"Blues
Hardcore(Metal)
Rock
Rockabilly
Other",Bavaria,"Schmölz, Live Zeltam Dorfplatz/ Ortsmitte Joh.- Gg.- Herzog Str.6 Küps- Schmölz, DE 96328",250,54.8,13700.0
Indoor Summer Festival,2023-09-01,3,indoor,Rock,"Metal
Rock",Hamburg,"Markthalle Hamburg Klosterwall1 Hamburg, DE 20095",,169.0,
Rockam Kanal,2023-09-02,1,outdoor,Rock,"Rock
Other",Brandenburg,"Hafengelände Teltow Oderstraße Teltow, DE 14513",1000,,
Strandfieber Festival,2023-09-02,1,outdoor,Electronicmusic,"Dance
Electro
House
Trance",LowerSaxony,"Hartensbergsee Fasanenkamp2 Goldenstedt, DE 49424",4500,39.9,179550.0
Metal Colonia Fest,2023-09-02,1,indoor,Metal,"Metal
Rock",Northrhine-Westphalia,"Club Volta Schanzenstraße6-20 Köln, DE 51063",450,,
